ID do Aluno,CPF,Nome,Telefone,E-mail,Data de Contratação,Plano vigente,Anual/Mensal,Valor do Plano,Valor Renovação,Data de renovação,Forma de pagamento,Parcelas,Já renovou antes,Mesmo nome do Cartão?,Acessos 30D,Acessos 90d,Cursos Concluídos (Sempre),Cursos Concluídos (30d),Comunicações Abertas 30d,Comunicações Abertas 90d,OptOut,Bounce,Incomunicavel?
200128,000.000.001-28,Nicolas Gomes,(55) 91041-0408,nicolas.gomes.128@email.com,2024-08-09,Plus,Anual,900,720,2025-08-09,Outros,1x,Não,,13,26,15,1,1,11,Não,Não,Não
200129,000.000.001-29,Olivia Pereira,(13) 91202-6588,olivia.pereira.129@aluno.com,2023-05-14,Plus,Anual,900,720,2024-05-13,Boleto,1x,Não,,4,6,8,0,0,7,Não,Não,Não
200130,000.000.001-30,Sergio Costa,(75) 92290-0685,sergio.costa.130@gmail.com,2024-08-27,Plus,Anual,900,720,2025-08-27,Cartão,1x,Sim,Sim,4,8,3,0,1,5,Não,Não,Não
200131,000.000.001-31,Eduardo Silva,(37) 92865-3713,eduardo.silva.131@gmail.com,2023-03-25,Plus,Anual,900,720,2024-03-24,Cartão,12x,Sim,Não,4,8,10,1,3,3,Não,Não,Não
200132,000.000.001-32,Ana Souza,(56) 99777-7406,ana.souza.132@aluno.com,2023-05-21,Ultra,Anual,1200,960,2024-05-20,Cartão,12x,Não,Sim,21,34,17,4,4,4,Não,Não,Não
200133,000.000.001-33,Lucas Gomes,(23) 96952-3275,lucas.gomes.133@gmail.com,2024-01-23,Plus,Anual,900,720,2025-01-22,Cartão,12x,Não,Sim,0,0,5,0,1,1,Não,Não,Sim
200134,000.000.001-34,Sergio Nascimento,,sergio.nascimento.134@email.com,2023-02-08,Plus,Anual,900,720,2024-02-08,Cartão,12x,Não,Sim,16,35,28,0,2,11,Não,Não,Não
200135,000.000.001-35,Bruno Costa,(39) 97796-2889,bruno.costa.135@outlook.com,2024-03-25,Plus,Anual,900,720,2025-03-25,Cartão,12x,Não,Sim,8,23,11,4,2,11,Não,Não,Não
200136,000.000.001-36,Renata Almeida,(26) 98146-5747,renata.almeida.136@outlook.com,2024-05-31,Plus,Anual,900,720,2025-05-31,Cartão,12x,Não,Sim,0,2,0,0,0,0,Não,Não,Sim
200137,000.000.001-37,Victor Rodrigues,(51) 95403-0915,victor.rodrigues.137@gmail.com,2024-06-12,Plus,Anual,900,720,2025-06-12,Cartão,12x,Não,Sim,14,23,8,3,3,9,Não,Não,Não
200138,000.000.001-38,Renata Lima,(88) 93150-4682,renata.lima.138@gmail.com,2024-09-28,Plus,Anual,900,720,2025-09-28,Cartão,12x,Não,Sim,0,0,1,0,1,2,Não,Não,Não
200139,000.000.001-39,Sergio Lima,(58) 96071-4160,sergio.lima.139@email.com,2024-07-09,Plus,Anual,900,720,2025-07-09,Cartão,1x,Não,Sim,5,7,1,2,1,5,Sim,Não,Não
200140,000.000.001-40,Ana Costa,(28) 91248-0117,ana.costa.140@aluno.com,2023-12-15,Plus,Anual,900,720,2024-12-14,Cartão,12x,Não,Sim,0,2,3,0,0,0,Não,Não,Não
200141,000.000.001-41,Ana Lima,(32) 98938-0821,ana.lima.141@email.com,2023-01-29,Pro,Anual,1000,800,2024-01-29,Cartão,Nx,Sim,Sim,10,25,11,0,3,9,Não,Não,Não
200142,000.000.001-42,Gustavo Oliveira,(31) 92073-9371,gustavo.oliveira.142@email.com,2024-01-27,Plus,Anual,900,720,2025-01-26,Pix,1x,Sim,,0,2,1,0,0,0,Sim,Não,Sim
200143,000.000.001-43,Juliana Pereira,(50) 97280-9434,juliana.pereira.143@outlook.com,2024-07-11,Plus,Anual,900,720,2025-07-11,Pix,1x,Não,,0,0,5,0,1,1,Não,Não,Sim
200144,000.000.001-44,Nicolas Silva,(50) 99176-2076,nicolas.silva.144@email.com,2024-11-28,Ultra,Anual,1200,960,2025-11-28,Boleto,1x,Não,,3,10,12,2,0,0,Não,Não,Não
200145,000.000.001-45,Fernanda Almeida,(90) 90370-2793,fernanda.almeida.145@email.com,2023-02-23,Plus,Anual,900,720,2024-02-23,Outros,1x,Sim,,4,21,6,3,4,9,Sim,Não,Não
200146,000.000.001-46,Gustavo Souza,(47) 92068-0384,gustavo.souza.146@outlook.com,2023-11-29,Plus,Anual,900,720,2024-11-28,Boleto,1x,Não,,13,20,30,2,1,4,Não,Não,Não
200147,000.000.001-47,Victor Silva,(23) 95356-0461,victor.silva.147@email.com,2024-02-25,Plus,Anual,900,720,2025-02-24,Outros,1x,Não,,4,5,8,0,0,3,Não,Não,Não
200148,000.000.001-48,Igor Almeida,(53) 96251-8576,igor.almeida.148@gmail.com,2024-06-24,Plus,Anual,900,720,2025-06-24,Outros,1x,Não,,0,1,3,0,1,3,Não,Sim,Sim
200149,000.000.001-49,Igor Nascimento,(85) 93444-3527,igor.nascimento.149@outlook.com,2024-08-29,Pro,Anual,1000,800,2025-08-29,Boleto,1x,Não,,0,0,5,0,0,1,Não,Não,Não
200150,000.000.001-50,Karen Rodrigues,(73) 93497-1574,karen.rodrigues.150@email.com,2024-05-21,Plus,Anual,900,720,2025-05-21,Cartão,Nx,Não,Sim,0,2,0,0,0,3,Sim,Não,Sim
200151,000.000.001-51,Gustavo Almeida,(63) 97982-0761,gustavo.almeida.151@aluno.com,2024-11-17,Plus,Anual,900,720,2025-11-17,Pix,1x,Sim,,4,13,5,1,0,0,Não,Não,Não
200152,000.000.001-52,Olivia Rodrigues,(85) 90196-9114,olivia.rodrigues.152@aluno.com,2023-10-29,Plus,Anual,900,720,2024-10-28,Cartão,12x,Não,Sim,1,5,9,0,2,3,Não,Não,Não
200153,000.000.001-53,Juliana Oliveira,(52) 99581-5547,juliana.oliveira.153@outlook.com,2024-06-22,Plus,Anual,900,720,2025-06-22,Boleto,1x,Não,,0,0,0,0,1,2,Não,Não,Sim
200154,000.000.001-54,Daniela Oliveira,(46) 99053-8661,daniela.oliveira.154@gmail.com,2023-05-22,Plus,Anual,900,720,2024-05-21,Cartão,1x,Sim,Sim,5,20,31,2,1,3,Não,Não,Não
200155,000.000.001-55,Juliana Oliveira,(21) 96754-8298,juliana.oliveira.155@email.com,2023-05-20,Plus,Anual,900,720,2024-05-19,Cartão,Nx,Sim,Sim,0,1,5,0,1,1,Não,Sim,Sim
200156,000.000.001-56,Juliana Silva,(68) 90603-3152,juliana.silva.156@aluno.com,2023-07-18,Plus,Anual,900,720,2024-07-17,Cartão,1x,Não,Sim,5,9,8,1,0,1,Não,Não,Não
200157,000.000.001-57,Olivia Rodrigues,(52) 95121-3001,olivia.rodrigues.157@outlook.com,2024-11-17,Plus,Anual,900,720,2025-11-17,Cartão,12x,Não,Sim,1,12,5,1,0,1,Não,Não,Não
200158,000.000.001-58,Helena Gomes,(77) 99489-7404,helena.gomes.158@email.com,2023-06-08,Plus,Anual,900,720,2024-06-07,Outros,1x,Sim,,6,12,29,4,2,12,Não,Não,Sim
200159,000.000.001-59,Fernanda Gomes,(54) 99838-2080,fernanda.gomes.159@email.com,2024-01-27,Plus,Anual,900,720,2025-01-26,Outros,1x,Não,,6,22,23,4,3,9,Não,Não,Não
200160,000.000.001-60,Lucas Silva,(79) 97397-3693,lucas.silva.160@email.com,2023-11-14,Plus,Anual,900,720,2024-11-13,Cartão,12x,Não,Sim,11,23,40,2,5,11,Não,Não,Não
200161,000.000.001-61,Paulo Almeida,,paulo.almeida.161@aluno.com,2023-10-18,Plus,Anual,900,720,2024-10-17,Cartão,12x,Não,Sim,4,21,36,2,1,2,Não,Não,Não
200162,000.000.001-62,Bruno Rodrigues,(69) 97380-4915,bruno.rodrigues.162@outlook.com,2023-08-14,Ultra,Anual,1200,960,2024-08-13,Cartão,1x,Não,Sim,18,23,17,1,3,10,Não,Não,Não
200163,000.000.001-63,Mariana Gomes,(41) 92380-3500,mariana.gomes.163@outlook.com,2024-01-21,Plus,Anual,900,720,2025-01-20,Cartão,1x,Não,Sim,0,1,4,0,1,3,Não,Sim,Sim
200164,000.000.001-64,Nicolas Silva,,nicolas.silva.164@aluno.com,2023-03-15,Plus,Anual,900,720,2024-03-14,Boleto,1x,Não,,13,19,18,3,1,2,Não,Não,Não
200165,000.000.001-65,Carlos Lima,,carlos.lima.165@outlook.com,2023-07-30,Plus,Anual,900,720,2024-07-29,Outros,1x,Não,,4,6,9,2,2,3,Não,Não,Não
200166,000.000.001-66,Tatiana Lima,(13) 98604-8083,tatiana.lima.166@gmail.com,2024-03-24,Plus,Anual,900,720,2025-03-24,Boleto,1x,Não,,5,7,6,0,1,4,Não,Sim,Sim
200167,000.000.001-67,Paulo Costa,(37) 97502-6060,paulo.costa.167@email.com,2024-04-02,Plus,Anual,900,720,2025-04-02,Pix,1x,Não,,17,20,36,4,1,6,Não,Não,Não
200168,000.000.001-68,Juliana Gomes,(81) 93119-2439,juliana.gomes.168@gmail.com,2023-08-02,Plus,Anual,900,720,2024-08-01,Cartão,Nx,Sim,Sim,2,11,8,1,0,1,Não,Não,Não
200169,000.000.001-69,Fernanda Nascimento,(78) 90205-4780,fernanda.nascimento.169@aluno.com,2023-09-03,Plus,Anual,900,720,2024-09-02,Pix,1x,Não,,1,13,8,1,1,8,Não,Não,Não
200170,000.000.001-70,Juliana Rodrigues,(89) 97527-1523,juliana.rodrigues.170@email.com,2024-05-17,Plus,Anual,900,720,2025-05-17,Cartão,Nx,Sim,Sim,5,6,2,1,2,4,Não,Não,Não
200171,000.000.001-71,Fernanda Rodrigues,(32) 95962-3743,fernanda.rodrigues.171@email.com,2023-06-25,Ultra,Anual,1200,960,2024-06-24,Boleto,1x,Sim,,0,0,4,0,0,3,Não,Não,Sim
200172,000.000.001-72,Igor Nascimento,(96) 90812-9448,igor.nascimento.172@aluno.com,2023-06-12,Plus,Anual,900,720,2024-06-11,Cartão,12x,Não,Sim,0,1,5,0,0,3,Não,Não,Sim
200173,000.000.001-73,Sergio Rodrigues,(59) 96590-9911,sergio.rodrigues.173@email.com,2024-07-05,Plus,Anual,900,720,2025-07-05,Cartão,12x,Não,Sim,5,12,26,0,3,4,Não,Não,Não
200174,000.000.001-74,Daniela Rodrigues,(79) 96182-7302,daniela.rodrigues.174@aluno.com,2023-11-21,Plus,Anual,900,720,2024-11-20,Cartão,12x,Não,Sim,0,1,5,0,1,3,Não,Sim,Sim
200175,000.000.001-75,Karen Almeida,(85) 90367-1658,karen.almeida.175@aluno.com,2024-12-07,Pro,Anual,1000,800,2025-12-07,Boleto,1x,Não,,0,2,2,0,1,2,Sim,Não,Sim
200176,000.000.001-76,Victor Gomes,(78) 91912-6244,victor.gomes.176@email.com,2024-06-20,Plus,Anual,900,720,2025-06-20,Outros,1x,Não,,15,28,31,0,5,9,Não,Não,Não
200177,000.000.001-77,Mariana Souza,(67) 90945-3066,mariana.souza.177@outlook.com,2024-12-01,Plus,Anual,900,720,2025-12-01,Cartão,12x,Não,Não,17,32,6,4,2,10,Não,Não,Não
200178,000.000.001-78,Victor Almeida,(68) 99534-7312,victor.almeida.178@aluno.com,2024-02-22,Plus,Anual,900,720,2025-02-21,Cartão,12x,Não,Sim,21,41,20,1,3,5,Não,Não,Não
200179,000.000.001-79,Olivia Silva,(58) 99213-5879,olivia.silva.179@aluno.com,2023-03-27,Plus,Anual,900,720,2024-03-26,Cartão,12x,Sim,Sim,5,15,25,0,5,8,Não,Não,Não
200180,000.000.001-80,Sergio Almeida,(44) 92946-0213,sergio.almeida.180@outlook.com,2023-06-11,Plus,Anual,900,720,2024-06-10,Cartão,12x,Sim,Sim,10,17,6,3,5,6,Não,Não,Não
200181,000.000.001-81,Mariana Almeida,(21) 99781-4660,mariana.almeida.181@gmail.com,2023-09-23,Plus,Anual,900,720,2024-09-22,Cartão,12x,Sim,Sim,4,20,22,3,1,12,Não,Não,Não
200182,000.000.001-82,Helena Gomes,(73) 99666-7729,helena.gomes.182@outlook.com,2024-08-05,Plus,Anual,900,720,2025-08-05,Cartão,12x,Não,Sim,9,13,16,2,1,3,Não,Não,Não
200183,000.000.001-83,Eduardo Rodrigues,(79) 98411-4615,eduardo.rodrigues.183@gmail.com,2024-01-02,Plus,Anual,900,720,2025-01-01,Pix,1x,Sim,,6,12,14,2,1,6,Não,Não,Não
200184,000.000.001-84,Eduardo Almeida,(89) 91328-4170,eduardo.almeida.184@aluno.com,2024-04-23,Plus,Anual,900,720,2025-04-23,Cartão,12x,Não,Sim,21,37,20,3,2,8,Não,Não,Não
200185,000.000.001-85,Helena Oliveira,(57) 90140-3191,helena.oliveira.185@email.com,2024-10-23,Plus,Anual,900,720,2025-10-23,Cartão,12x,Não,Sim,9,19,34,3,2,10,Não,Não,Não
200186,000.000.001-86,Victor Souza,(45) 98688-7554,victor.souza.186@email.com,2023-01-09,Ultra,Anual,1200,960,2024-01-09,Cartão,12x,Sim,Sim,2,5,10,0,2,4,Não,Não,Não
200187,000.000.001-87,Helena Rodrigues,(85) 97149-6497,helena.rodrigues.187@outlook.com,2023-12-02,Plus,Anual,900,720,2024-12-01,Pix,1x,Não,,0,2,3,0,1,3,Não,Não,Não
200188,000.000.001-88,Gustavo Souza,(42) 91893-5871,gustavo.souza.188@email.com,2023-03-24,Pro,Anual,1000,800,2024-03-23,Cartão,12x,Sim,Sim,13,24,28,4,1,3,Não,Não,Não
200189,000.000.001-89,Sergio Nascimento,(54) 96813-2686,sergio.nascimento.189@aluno.com,2024-02-05,Pro,Anual,1000,800,2025-02-04,Cartão,12x,Não,Sim,0,1,4,0,1,2,Não,Não,Sim
200190,000.000.001-90,Ana Oliveira,(40) 97276-9136,ana.oliveira.190@outlook.com,2024-10-15,Pro,Anual,1000,800,2025-10-15,Cartão,12x,Não,Não,0,0,2,0,0,0,Não,Não,Sim
200191,000.000.001-91,Juliana Almeida,,juliana.almeida.191@outlook.com,2024-09-10,Plus,Anual,900,720,2025-09-10,Outros,1x,Não,,12,21,26,2,3,9,Não,Não,Não
200192,000.000.001-92,Carlos Pereira,(84) 91384-3217,carlos.pereira.192@gmail.com,2023-02-18,Plus,Anual,900,720,2024-02-18,Pix,1x,Não,,5,10,5,1,2,7,Não,Não,Não
200193,000.000.001-93,Carlos Silva,(11) 97368-8400,carlos.silva.193@aluno.com,2023-12-11,Plus,Anual,900,720,2024-12-10,Cartão,1x,Não,Não,13,26,26,4,4,12,Não,Não,Não
200194,000.000.001-94,Juliana Nascimento,(91) 99038-8817,juliana.nascimento.194@email.com,2023-01-28,Plus,Anual,900,720,2024-01-28,Pix,1x,Não,,0,2,2,0,0,3,Não,Não,Sim
200195,000.000.001-95,Daniela Lima,(81) 99468-2067,daniela.lima.195@aluno.com,2023-08-11,Plus,Anual,900,720,2024-08-10,Cartão,12x,Não,Sim,0,2,2,0,0,3,Não,Não,Sim
200196,000.000.001-96,Mariana Lima,(59) 99781-7210,mariana.lima.196@outlook.com,2024-08-18,Plus,Anual,900,720,2025-08-18,Cartão,1x,Não,Sim,0,2,0,0,0,2,Não,Sim,Sim
200197,000.000.001-97,Carlos Pereira,(65) 93314-4153,carlos.pereira.197@outlook.com,2024-03-19,Ultra,Anual,1200,960,2025-03-19,Cartão,1x,Sim,Sim,0,1,3,0,1,3,Não,Não,Sim
200198,000.000.001-98,Lucas Costa,(84) 97780-3257,lucas.costa.198@aluno.com,2023-07-01,Plus,Anual,900,720,2024-06-30,Cartão,12x,Sim,Sim,4,10,1,0,0,0,Não,Não,Não
200199,000.000.001-99,Karen Costa,(45) 95306-5105,karen.costa.199@gmail.com,2024-12-26,Plus,Anual,900,720,2025-12-26,Cartão,12x,Não,Sim,9,28,5,3,3,8,Não,Não,Não
200200,000.000.002-00,Sergio Silva,,sergio.silva.200@outlook.com,2023-07-04,Plus,Anual,900,720,2024-07-03,Boleto,1x,Sim,,18,23,32,2,2,3,Não,Não,Não
200201,000.000.002-01,Fernanda Silva,(98) 95260-2847,fernanda.silva.201@email.com,2023-03-13,Plus,Anual,900,720,2024-03-12,Cartão,12x,Não,Sim,10,23,28,2,4,10,Não,Não,Não
200202,000.000.002-02,Helena Nascimento,(14) 97704-2342,helena.nascimento.202@outlook.com,2023-07-18,Ultra,Anual,1200,960,2024-07-17,Cartão,12x,Não,Sim,0,2,2,0,0,0,Não,Não,Não
200203,000.000.002-03,Fernanda Pereira,(75) 97181-8946,fernanda.pereira.203@outlook.com,2023-03-21,Ultra,Anual,1200,960,2024-03-20,Cartão,Nx,Sim,Sim,2,13,1,0,0,4,Não,Não,Não
200204,000.000.002-04,Renata Nascimento,(74) 93603-8326,renata.nascimento.204@aluno.com,2024-11-20,Plus,Anual,900,720,2025-11-20,Cartão,1x,Sim,Sim,0,0,5,0,0,1,Não,Não,Sim
200205,000.000.002-05,Ana Silva,(44) 95616-9835,ana.silva.205@email.com,2023-07-24,Plus,Anual,900,720,2024-07-23,Cartão,12x,Não,Não,6,8,3,0,2,6,Não,Não,Não
200206,000.000.002-06,Gustavo Rodrigues,(24) 90030-3053,gustavo.rodrigues.206@aluno.com,2023-01-01,Plus,Anual,900,720,2024-01-01,Cartão,12x,Não,Sim,13,22,27,4,2,4,Sim,Não,Não
200207,000.000.002-07,Igor Lima,(26) 96635-6679,igor.lima.207@aluno.com,2024-08-25,Ultra,Anual,1200,960,2025-08-25,Cartão,12x,Não,Sim,0,0,0,0,1,2,Não,Não,Não
200208,000.000.002-08,Bruno Nascimento,(30) 91072-4107,bruno.nascimento.208@email.com,2024-09-28,Plus,Anual,900,720,2025-09-28,Cartão,12x,Não,Sim,25,41,28,2,2,6,Sim,Não,Não
200209,000.000.002-09,Paulo Lima,(44) 93515-0319,paulo.lima.209@aluno.com,2023-08-31,Plus,Anual,900,720,2024-08-30,Cartão,1x,Sim,Sim,0,2,0,0,1,1,Não,Não,Não
200210,000.000.002-10,Eduardo Rodrigues,(24) 90342-9063,eduardo.rodrigues.210@gmail.com,2024-07-26,Plus,Anual,900,720,2025-07-26,Boleto,1x,Não,,13,16,30,1,2,8,Não,Não,Não
200211,000.000.002-11,Renata Silva,(25) 96700-1447,renata.silva.211@email.com,2023-09-12,Plus,Anual,900,720,2024-09-11,Cartão,Nx,Não,Não,6,21,23,2,4,5,Não,Não,Não
200212,000.000.002-12,Lucas Rodrigues,(97) 92488-4622,lucas.rodrigues.212@gmail.com,2023-08-19,Ultra,Anual,1200,960,2024-08-18,Pix,1x,Não,,2,10,13,0,0,5,Não,Não,Não
200213,000.000.002-13,Paulo Silva,(34) 92921-8520,paulo.silva.213@email.com,2024-02-13,Plus,Anual,900,720,2025-02-12,Outros,1x,Não,,24,38,13,4,2,7,Não,Não,Não
200214,000.000.002-14,Fernanda Lima,(42) 94028-4719,fernanda.lima.214@aluno.com,2024-01-08,Ultra,Anual,1200,960,2025-01-07,Cartão,12x,Sim,Sim,9,13,9,2,5,6,Não,Não,Não
200215,000.000.002-15,Sergio Costa,(80) 96240-2347,sergio.costa.215@email.com,2023-08-10,Plus,Anual,900,720,2024-08-09,Cartão,1x,Não,Sim,0,1,2,0,1,2,Não,Sim,Sim
200216,000.000.002-16,Daniela Rodrigues,(93) 99812-1056,daniela.rodrigues.216@gmail.com,2024-05-30,Plus,Anual,900,720,2025-05-30,Cartão,Nx,Não,Sim,0,1,1,0,1,2,Não,Não,Não
200217,000.000.002-17,Lucas Nascimento,(70) 93399-1074,lucas.nascimento.217@aluno.com,2024-11-08,Plus,Anual,900,720,2025-11-08,Cartão,12x,Não,Sim,13,19,7,0,2,2,Não,Não,Não
200218,000.000.002-18,Helena Nascimento,(32) 98913-1353,helena.nascimento.218@aluno.com,2023-01-05,Plus,Anual,900,720,2024-01-05,Cartão,1x,Sim,Sim,0,0,5,0,1,3,Não,Não,Não
200219,000.000.002-19,Olivia Almeida,(38) 93822-9532,olivia.almeida.219@outlook.com,2023-08-21,Ultra,Anual,1200,960,2024-08-20,Cartão,1x,Sim,Sim,0,0,4,0,1,2,Não,Não,Sim
200220,000.000.002-20,Juliana Lima,(89) 97004-3368,juliana.lima.220@outlook.com,2024-10-13,Plus,Anual,900,720,2025-10-13,Cartão,1x,Não,Sim,20,23,24,4,2,2,Não,Não,Sim
200221,000.000.002-21,Victor Silva,(22) 98859-9645,victor.silva.221@gmail.com,2024-08-25,Plus,Anual,900,720,2025-08-25,Cartão,Nx,Não,Sim,6,8,12,2,1,6,Não,Não,Não
200222,000.000.002-22,Nicolas Pereira,(85) 96960-7755,nicolas.pereira.222@outlook.com,2024-02-28,Pro,Anual,1000,800,2025-02-27,Cartão,1x,Não,Não,14,18,34,4,1,5,Não,Não,Não
200223,000.000.002-23,Daniela Gomes,(21) 90144-3606,daniela.gomes.223@aluno.com,2023-10-01,Plus,Anual,900,720,2024-09-30,Boleto,1x,Não,,5,11,26,1,2,11,Não,Não,Não
200224,000.000.002-24,Gustavo Lima,(69) 96510-9225,gustavo.lima.224@outlook.com,2023-06-09,Pro,Anual,1000,800,2024-06-08,Cartão,12x,Não,Sim,0,0,1,0,0,1,Não,Não,Sim
200225,000.000.002-25,Bruno Costa,(71) 94810-4265,bruno.costa.225@outlook.com,2024-10-23,Plus,Anual,900,720,2025-10-23,Cartão,12x,Não,Sim,5,15,18,1,4,9,Não,Não,Não
200226,000.000.002-26,Olivia Costa,(77) 92852-6915,olivia.costa.226@gmail.com,2023-09-02,Plus,Anual,900,720,2024-09-01,Boleto,1x,Não,,0,2,2,0,0,0,Não,Não,Não
200227,000.000.002-27,Lucas Silva,(45) 98953-9905,lucas.silva.227@gmail.com,2024-08-15,Plus,Anual,900,720,2025-08-15,Cartão,12x,Sim,Sim,7,25,34,3,5,7,Não,Não,Não
200228,000.000.002-28,Bruno Nascimento,(58) 92585-8404,bruno.nascimento.228@email.com,2024-08-05,Ultra,Anual,1200,960,2025-08-05,Cartão,12x,Não,Sim,0,2,2,0,0,1,Não,Não,Sim
200229,000.000.002-29,Olivia Silva,(68) 90103-9392,olivia.silva.229@gmail.com,2024-02-16,Plus,Anual,900,720,2025-02-15,Cartão,12x,Não,Sim,12,32,12,2,1,8,Não,Não,Não
200230,000.000.002-30,Paulo Lima,(53) 92082-3411,paulo.lima.230@aluno.com,2024-12-28,Plus,Anual,900,720,2025-12-28,Outros,1x,Não,,1,9,4,2,2,8,Não,Não,Não
200231,000.000.002-31,Ana Lima,(86) 98547-8174,ana.lima.231@email.com,2023-02-28,Plus,Anual,900,720,2024-02-28,Cartão,12x,Sim,Sim,17,22,27,1,4,9,Não,Não,Não
200232,000.000.002-32,Paulo Costa,(72) 98704-0612,paulo.costa.232@gmail.com,2023-05-07,Plus,Anual,900,720,2024-05-06,Boleto,1x,Não,,6,12,13,1,2,2,Não,Sim,Sim
200233,000.000.002-33,Renata Souza,(20) 94996-3906,renata.souza.233@aluno.com,2023-09-19,Plus,Anual,900,720,2024-09-18,Cartão,12x,Não,Não,23,29,25,0,3,6,Não,Não,Não
200234,000.000.002-34,Gustavo Nascimento,(85) 96565-7653,gustavo.nascimento.234@aluno.com,2024-12-10,Pro,Anual,1000,800,2025-12-10,Cartão,12x,Não,Sim,20,27,11,4,1,2,Não,Não,Não
200235,000.000.002-35,Victor Silva,(78) 98010-9181,victor.silva.235@outlook.com,2023-01-07,Plus,Anual,900,720,2024-01-07,Cartão,12x,Sim,Sim,19,22,8,1,4,5,Não,Não,Não
200236,000.000.002-36,Bruno Costa,(27) 90409-8444,bruno.costa.236@email.com,2023-10-08,Plus,Anual,900,720,2024-10-07,Pix,1x,Não,,0,0,3,0,1,2,Sim,Não,Sim
200237,000.000.002-37,Fernanda Gomes,(31) 99887-9494,fernanda.gomes.237@outlook.com,2024-09-01,Plus,Anual,900,720,2025-09-01,Cartão,Nx,Não,Sim,0,2,0,0,0,1,Sim,Não,Não
200238,000.000.002-38,Juliana Nascimento,(37) 94365-5745,juliana.nascimento.238@aluno.com,2024-08-23,Ultra,Anual,1200,960,2025-08-23,Cartão,12x,Não,Sim,6,13,4,0,0,5,Não,Não,Não
200239,000.000.002-39,Tatiana Gomes,,tatiana.gomes.239@gmail.com,2024-08-09,Plus,Anual,900,720,2025-08-09,Cartão,12x,Não,Sim,0,2,2,0,0,0,Não,Sim,Sim
200240,000.000.002-40,Bruno Almeida,(60) 99041-6232,bruno.almeida.240@email.com,2023-07-07,Pro,Anual,1000,800,2024-07-06,Cartão,12x,Sim,Sim,0,0,4,0,1,1,Não,Não,Sim
200241,000.000.002-41,Renata Souza,(29) 99559-9850,renata.souza.241@email.com,2023-07-19,Plus,Anual,900,720,2024-07-18,Cartão,12x,Não,Sim,3,4,7,2,3,5,Não,Não,Não
200242,000.000.002-42,Nicolas Nascimento,(76) 99274-4725,nicolas.nascimento.242@outlook.com,2023-04-27,Pro,Anual,1000,800,2024-04-26,Cartão,Nx,Sim,Sim,5,11,12,2,1,6,Não,Não,Não
200243,000.000.002-43,Lucas Pereira,(27) 95099-5201,lucas.pereira.243@aluno.com,2023-05-03,Plus,Anual,900,720,2024-05-02,Cartão,12x,Não,Sim,14,31,35,0,1,9,Não,Não,Não
200244,000.000.002-44,Olivia Oliveira,(35) 99023-1499,olivia.oliveira.244@gmail.com,2024-11-14,Plus,Anual,900,720,2025-11-14,Cartão,12x,Sim,Sim,0,1,1,0,1,3,Não,Não,Sim
200245,000.000.002-45,Sergio Souza,(55) 98163-1048,sergio.souza.245@email.com,2024-09-07,Pro,Anual,1000,800,2025-09-07,Cartão,12x,Não,Sim,0,1,2,0,0,0,Não,Não,Não
200246,000.000.002-46,Paulo Nascimento,(99) 91362-8223,paulo.nascimento.246@email.com,2023-06-10,Plus,Anual,900,720,2024-06-09,Outros,1x,Não,,14,24,36,4,5,10,Não,Não,Sim
200247,000.000.002-47,Igor Silva,(49) 96822-6627,igor.silva.247@email.com,2023-02-11,Ultra,Anual,1200,960,2024-02-11,Cartão,12x,Sim,Sim,0,2,2,0,1,3,Não,Não,Sim
200248,000.000.002-48,Paulo Costa,(57) 91402-9063,paulo.costa.248@outlook.com,2024-06-03,Plus,Anual,900,720,2025-06-03,Outros,1x,Sim,,1,11,4,0,2,3,Não,Não,Não
200249,000.000.002-49,Victor Silva,(58) 96077-8157,victor.silva.249@aluno.com,2024-10-01,Pro,Anual,1000,800,2025-10-01,Boleto,1x,Não,,20,39,24,0,2,9,Não,Não,Sim
200250,000.000.002-50,Lucas Rodrigues,(15) 97036-1086,lucas.rodrigues.250@email.com,2023-01-22,Plus,Anual,900,720,2024-01-22,Pix,1x,Não,,5,10,2,0,0,0,Não,Não,Não
200251,000.000.002-51,Carlos Costa,(15) 94847-5883,carlos.costa.251@outlook.com,2023-06-28,Plus,Anual,900,720,2024-06-27,Cartão,1x,Sim,Não,0,1,0,0,0,0,Não,Não,Sim
200252,000.000.002-52,Bruno Rodrigues,(28) 90068-7020,bruno.rodrigues.252@outlook.com,2023-03-05,Pro,Anual,1000,800,2024-03-04,Cartão,1x,Não,Sim,2,8,8,2,2,3,Não,Não,Não
200253,000.000.002-53,Mariana Gomes,(27) 90117-4624,mariana.gomes.253@email.com,2023-08-16,Pro,Anual,1000,800,2024-08-15,Cartão,12x,Sim,Sim,5,11,8,2,3,10,Não,Não,Não
200254,000.000.002-54,Eduardo Pereira,(15) 98837-5302,eduardo.pereira.254@email.com,2024-07-01,Plus,Anual,900,720,2025-07-01,Cartão,12x,Não,Sim,14,34,38,2,1,2,Não,Não,Não
200255,000.000.002-55,Tatiana Lima,(43) 90438-6300,tatiana.lima.255@aluno.com,2024-06-06,Ultra,Anual,1200,960,2025-06-06,Cartão,12x,Sim,Sim,13,20,38,2,2,11,Não,Não,Não
200256,000.000.002-56,Igor Nascimento,(75) 99231-4759,igor.nascimento.256@gmail.com,2024-08-06,Pro,Anual,1000,800,2025-08-06,Boleto,1x,Não,,20,29,15,4,5,9,Não,Não,Não
